Time,1,2,3,4,5,6,7
1,352.36294468,0.0,149.40000000000012,0.0,0.0,0.0,0.0
2,426.26294468,48.898414190171025,168.60000000000008,0.0,0.0,0.0,0.0
3,352.36294468,146.23513084863478,149.40000000000012,0.0,0.0,0.0,0.0
4,410.52494573153626,281.0851308486348,168.60000000000008,0.0,0.0,0.0,0.0
5,484.42494573153624,415.9351308486348,187.8,0.0,0.0,0.0,23.11243500000001
6,376.4797230415362,93.10589775863475,117.54518580999999,0.0,0.0,0.0,0.0
7,319.7144736415361,164.926662788635,115.09785725000002,0.0,0.0,0.0,0.0
8,265.79774084153615,21.60669228863503,113.6809794,0.0,0.0,0.0,0.0
9,217.58904705153574,0.0,113.23015588,0.0,0.0,0.0,0.0
10,299.8130351515359,165.18563034863502,124.88718178999999,0.0,0.0,0.0,0.0
11,266.5045684515359,118.11519354863502,120.37116668000004,0.0,0.0,0.0,0.0
12,368.70084644153604,51.02485374863506,150.90617211,0.0,0.0,0.0,0.0
13,350.7467980415362,0.0,159.4888407584634,0.0,0.0,0.0,0.0
14,348.5668406415362,14.446654068634698,151.15601752000003,0.0,0.0,0.0,0.0
15,436.5314438415362,179.71148746863477,175.44388692,0.0,0.0,0.0,0.0
16,358.5802528415362,0.0,150.0877444384638,0.0,0.0,0.0,0.0
17,301.0755785415362,0.0,144.5302324,0.0,0.0,0.0,0.0
18,327.75324714153624,0.0,136.09338033,0.0,0.0,0.0,0.0
19,274.37061894153624,48.05621803863475,134.86971476,0.0,0.0,0.0,0.0
20,313.15453064153604,21.808228928634957,130.81229542,0.0,0.0,0.0,0.0
21,251.04828754153607,0.0,126.43286268,0.0,0.0,0.0,0.0
22,249.46233742153606,0.0,122.69746317,0.0,0.0,0.0,0.0
23,284.6692457415361,64.77699353863505,120.50774519999999,0.0,0.0,0.0,0.0
24,331.9987479415362,20.490599938634816,119.54169279,0.0,0.0,0.0,0.0
25,434.4249457315362,331.3848908286348,187.8,0.0,0.0,0.0,20.4316925
26,400.52642110000005,196.53489082863481,168.60000000000008,0.0,0.0,0.0,0.0
27,384.4249457315362,197.12150961863472,187.791832678464,0.0,0.0,0.0,0.0
28,410.52494573153626,331.9715096186347,168.60000000000008,0.0,0.0,0.0,0.0
29,484.42494573153624,466.82150961863476,187.8,0.0,0.0,0.0,29.079246999999985
30,364.1954451415362,117.42741292863474,113.10134898,0.0,0.0,0.0,0.0
31,351.8127292015361,258.4373870286348,114.13180483999999,0.0,0.0,0.0,0.0
32,284.32192140153614,137.44732362863476,97.25032972000004,0.0,0.0,0.0,0.0
33,240.50317823999978,26.46720422863484,82.04334303000006,0.0,0.0,0.0,0.0
34,319.1493266615362,66.83309375863479,110.90386068000001,0.0,0.0,0.0,0.0
35,419.39821116153615,258.66279855863485,139.63556819999997,0.0,0.0,0.0,0.0
36,377.5441626615361,193.11246285863479,132.02818937,0.0,0.0,0.0,0.0
37,398.2543351415362,120.24716255863481,161.59714497000002,0.0,0.0,0.0,0.0
38,353.5517575715362,48.53685665863474,152.95931092000004,0.0,0.0,0.0,0.0
39,413.14162983153625,204.94679065863477,175.76591062,0.0,0.0,0.0,0.0
40,435.1071971415362,184.55634546863493,174.92866574999996,0.0,0.0,0.0,0.0
41,347.8547173415362,20.831485368634844,150.89840693000005,0.0,0.0,0.0,0.0
42,362.3189471415362,21.593466078634755,166.68501758999997,0.0,0.0,0.0,0.0
43,336.9946826415362,0.0,146.96978999,0.0,0.0,0.0,0.0
44,416.9478068415362,87.60589205863465,168.35950731999998,0.0,0.0,0.0,0.0
45,479.7661874215362,131.85528825863474,172.99655579000003,0.0,0.0,0.0,0.0
46,420.8209736815362,29.345150858634728,159.20644889000005,0.0,0.0,0.0,0.0
47,341.22390674153627,0.0,137.94553523000008,0.0,0.0,0.0,0.0
48,366.19210512153614,0.0,157.53195594000002,0.0,0.0,0.0,0.0
49,408.3249457315362,35.30814390968712,197.67695172894767,0.0,0.0,0.0,0.0
50,408.3249457315362,0.0,178.4769517289477,0.0,0.0,0.0,0.0
51,434.4249457315362,47.60814390968698,159.27695172894775,0.0,0.0,0.0,0.0
52,360.52494573153626,0.0,140.07695172894776,0.0,0.0,0.0,0.0
53,336.62494573153623,0.0,130.20000000000016,0.0,0.0,0.0,0.0
54,382.17147463048383,0.0,116.62022135000012,0.0,0.0,0.0,0.0
55,378.8118754204841,57.03229361968701,134.72536269000008,0.0,0.0,0.0,0.0
56,451.46564397048417,189.18730661968695,153.47453853000005,0.0,0.0,0.0,0.0
57,428.8760220515362,188.8999524386348,172.67453853000004,0.0,0.0,0.0,0.0
58,355.15405518153614,54.43495053863478,153.53894198000003,0.0,0.0,0.0,0.0
59,431.19045192153624,67.34716395863475,173.51178338999998,0.0,0.0,0.0,0.0
60,383.32684870153616,0.0,155.1823912584637,0.0,0.0,0.0,0.0
61,438.13375922153625,54.452819518634755,176.02352442,0.0,0.0,0.0,0.0
62,367.4383365715362,0.0,157.9827801,0.0,0.0,0.0,0.0
63,416.72620432153616,0.0,157.72516629000003,0.0,0.0,0.0,0.0
64,489.5580237315362,115.3994616986349,176.53875203000004,0.0,0.0,0.0,0.0
65,411.5632454615362,0.0,155.85746622000005,0.0,0.0,0.0,0.0
66,334.45866811153627,0.0,135.4982105400001,0.0,0.0,0.0,0.0
67,352.12749308153616,0.0,152.44408332000006,0.0,0.0,0.0,0.0
68,424.4251954715362,75.03964738863468,171.06445226,0.0,0.0,0.0,0.0
69,423.1789640415362,82.03665639863463,170.6136281,0.0,0.0,0.0,0.0
70,350.52519547153616,0.0,151.86445226000004,0.0,0.0,0.0,0.0
71,369.6183205415362,13.003363758634816,169.32556551999997,0.0,0.0,0.0,0.0
72,374.7812794015362,0.0,151.99326560000003,0.0,0.0,0.0,0.0
73,426.32755616048405,47.608143909686994,168.60000000000008,0.0,0.0,0.0,0.0
74,360.52494573153626,0.0,149.40000000000012,0.0,0.0,0.0,0.0
75,384.4249457315362,0.0,168.60000000000008,0.0,0.0,0.0,0.0
76,458.3249457315362,115.29964953863482,187.8,0.0,0.0,0.0,0.0
77,408.3249457315362,25.985095638634775,207.0,0.0,0.0,0.0,0.0
78,363.3435761015362,0.0,156.50150073,0.0,0.0,0.0,0.0
79,437.0655430315362,56.24802725863477,175.63709727,0.0,0.0,0.0,0.0
80,500.77410676153625,103.28019149999999,180.5961694400001,0.0,0.0,0.0,0.0
81,441.4728001915362,0.0,166.6772459700001,0.0,0.0,0.0,0.0
82,375.22823974153624,0.0,150.24660081000013,0.0,0.0,0.0,0.0
83,371.9800662515363,0.0,138.51739789000018,0.0,0.0,0.0,0.0
84,406.74007425153627,0.0,161.64600518200012,0.0,0.0,0.0,0.0
85,436.5151831615362,0.20427678363465418,182.9713255040001,0.0,0.0,0.0,0.0
86,489.4072816315362,89.62449686363468,194.57171829000006,0.0,0.0,0.0,0.0
87,459.3196760215362,16.39717199263473,183.68752864,0.0,0.0,0.0,0.0
88,379.1885187915362,0.0,162.23340786000003,0.0,0.0,0.0,0.0
89,359.5613301215363,0.0,144.57909712000009,0.0,0.0,0.0,0.0
90,322.8429317215362,0.0,120.74204221000012,0.0,0.0,0.0,0.0
91,326.62519547153624,0.0,132.66445226000008,0.0,0.0,0.0,0.0
92,368.4792440415362,0.0,140.27183109000003,0.0,0.0,0.0,0.0
93,414.9621699415362,3.6309701586347574,149.55370607999998,0.0,0.0,0.0,0.0
94,442.42058746000004,95.20304295863463,125.00821321000004,0.0,0.0,0.0,0.0
95,483.09423374153624,193.0932220586346,138.02548192,0.0,0.0,0.0,0.0
96,398.15618374153615,34.37333775863465,114.83246796000003,0.0,0.0,0.0,0.0
97,460.52494573153626,258.6430559486346,168.60000000000008,0.0,0.0,0.0,0.0
98,386.6249457315363,123.79305594863456,149.40000000000012,0.0,0.0,0.0,0.0
99,312.7249457315363,0.0,130.20000000000016,0.0,0.0,0.0,0.0
100,336.62494573153623,75.87635029863478,149.40000000000012,0.0,0.0,0.0,0.0
101,410.52494573153626,210.72635029863474,168.60000000000008,0.0,0.0,0.0,0.0
102,333.5574814415362,0.0,109.55138821000004,0.0,0.0,0.0,0.0
103,396.06336704153625,65.09692740863481,124.62956799,0.0,0.0,0.0,0.0
104,340.1882689415361,131.74475864863498,122.50425153,0.0,0.0,0.0,0.0
105,258.454821141536,0.0,100.47050227000004,0.0,0.0,0.0,0.0
106,202.9357890415362,63.31944787863461,98.47399271000003,0.0,0.0,0.0,0.0
107,278.0820240415362,200.86444257863468,118.12481816,0.0,0.0,0.0,0.0
108,278.9721930415362,319.4830088586347,118.4468367,0.0,0.0,0.0,0.0
109,236.98367734153618,201.95791725863464,121.3449907,0.0,0.0,0.0,0.0
110,294.1050016415361,296.502643538635,123.92112939,0.0,0.0,0.0,0.0
111,219.13680324153597,159.34265473863496,104.33470868000005,0.0,0.0,0.0,0.0
112,229.63648164999972,282.6427030386349,102.40260386000004,0.0,0.0,0.0,0.0
113,166.039378941536,244.8610549186351,74.57254208000008,0.0,0.0,0.0,0.0
114,231.927891041536,362.3861389186351,90.87438679000003,0.0,0.0,0.0,0.0
115,287.13441944153607,456.8113348186351,103.3120244,0.0,0.0,0.0,0.0
116,212.16622054153595,319.6513447186352,83.72560350000003,0.0,0.0,0.0,0.0
117,242.36405919153611,384.60658518863505,105.24412799999999,0.0,0.0,0.0,0.0
118,245.32394214153604,255.91655928863506,106.2745838,0.0,0.0,0.0,0.0
119,268.5754113415362,146.86278460863468,86.04412800000004,0.0,0.0,0.0,0.0
120,340.16098154153616,276.70780890863466,104.40688309999999,0.0,0.0,0.0,0.0
121,484.42494573153624,678.0766537986345,187.8,0.0,0.0,0.0,40.7534478
122,410.52494573153626,543.2266537986346,168.60000000000008,0.0,0.0,0.0,0.0
123,336.62494573153623,408.37665379863455,149.40000000000012,0.0,0.0,0.0,0.0
124,360.52494573153626,298.6901815986346,168.60000000000008,0.0,0.0,0.0,0.0
125,434.4249457315362,433.5401815986346,187.80000000000004,0.0,0.0,0.0,34.3542563
126,303.33542824153625,60.66119870863466,109.17273846999998,0.0,0.0,0.0,0.0
127,253.15739514153623,0.0,109.10833502,0.0,0.0,0.0,0.0
128,300.842965341536,77.31667435863494,108.27109016,0.0,0.0,0.0,0.0
129,234.59838884153598,144.9510580186352,91.84043920000002,0.0,0.0,0.0,0.0
130,315.08561044153606,294.04598521863505,113.42336624,0.0,0.0,0.0,0.0
131,278.9721930415362,196.91713755863478,118.4468367,0.0,0.0,0.0,0.0
132,210.59121624153622,74.0020759586348,101.24334303000003,0.0,0.0,0.0,0.0
133,246.35139223153635,232.33694285863476,105.17195032000004,0.0,0.0,0.0,0.0
134,325.77042793153635,379.1219081586348,126.36846117,0.0,0.0,0.0,0.0
135,245.99532613153633,270.9647636886346,105.04314342000004,0.0,0.0,0.0,0.0
136,316.1566425315364,397.72982588863465,122.89067481,0.0,0.0,0.0,0.0
137,211.10085273153655,195.5051445886346,92.42006961000004,0.0,0.0,0.0,0.0
138,284.28872043153655,328.8151520886346,111.36245581,0.0,0.0,0.0,0.0
139,251.06799664153579,357.56714980863507,88.49145910000004,0.0,0.0,0.0,0.0
140,289.67827919153615,465.0822822086351,103.1188141,0.0,0.0,0.0,0.0
141,326.6304686415361,308.67238670863526,99.51222079999998,0.0,0.0,0.0,0.0
142,270.93341064153617,161.50244640863514,97.4513104,0.0,0.0,0.0,0.0
143,199.9255090415361,0.0,89.8517032,0.0,0.0,0.0,0.0
144,244.9405832415362,37.4573734686348,88.0484066,0.0,0.0,0.0,0.0
145,434.4249457315362,536.6157446586348,187.80000000000004,0.0,0.0,0.0,62.7182405
146,360.52494573153626,401.76574465863473,168.60000000000008,0.0,0.0,0.0,0.0
147,336.62494573153623,302.9338530786347,149.40000000000012,0.0,0.0,0.0,0.0
148,410.52494573153626,437.78385307863465,168.60000000000008,0.0,0.0,0.0,0.0
149,484.42494573153624,572.6338530786347,187.8,0.0,0.0,0.0,57.789133799999995
150,305.08846724153625,95.42037408863467,91.71940300000001,0.0,0.0,0.0,0.0
151,259.8953617415361,0.0,93.4582968,0.0,0.0,0.0,0.0
152,271.6256100215358,131.36781854863494,75.35315510000004,0.0,0.0,0.0,0.0
153,355.13939552153585,287.0077179486349,98.0309415,0.0,0.0,0.0,0.0
154,294.769907821536,181.4175748486349,83.72560350000003,0.0,0.0,0.0,0.0
155,386.295181621536,354.3823913486349,109.30154538,0.0,0.0,0.0,0.0
156,315.59977502153606,226.4623540486349,91.26080685000004,0.0,0.0,0.0,0.0
157,375.45244656153636,361.69736374863487,110.52521223,0.0,0.0,0.0,0.0
158,295.14325276153625,212.9874231486349,89.00668671000004,0.0,0.0,0.0,0.0
